No    ,Deprem Kodu,Olus tarihi,Olus zamani,Enlem,Boylam,Der(km),xM,MD,ML,Mw,Ms,Mb,Tip,Yer
2107,2.02E+13,2015-01-08,44:46.2,37.0822,36.8465,10.2,4.4,0,4.4,4.2,0,0,Ke,DURMUSLAR-NURDAGI (GAZIANTEP) [  2.92 km]
2108,2.01E+13,2014-12-29,06:22.9,38.8912,26.2825,11.6,4.6,0,4.5,4.6,0,0,Ke,EGE DENIZI
2109,2.01E+13,2014-12-23,35:00.0,36.901,42.3038,5,4.2,0,4.2,4.1,0,0,Ke,SURIYE
2110,2.01E+13,2014-12-16,02:13.5,40.1498,27.0835,12.9,4.4,0,4.4,4.3,0,0,Ke,CELTIK-BIGA (CANAKKALE) [South West  1.5 km]
2111,2.01E+13,2014-12-06,36:46.9,38.8937,26.2372,13.5,4,0,4,4,0,0,Ke,EGE DENIZI
2112,2.01E+13,2014-12-06,20:53.8,38.8912,26.2602,15.2,5,0,5,4.9,0,0,Ke,EGE DENIZI
2113,2.01E+13,2014-12-06,45:06.6,38.8917,26.2603,13.7,5.2,0,5.2,5.1,0,0,Ke,EGE DENIZI
2114,2.01E+13,2014-12-04,16:29.0,38.5947,26.1067,16.7,4.4,0,4.4,4.2,0,0,Ke,SAKIZ ADASI (EGE DENIZI)
2115,2.01E+13,2014-12-04,35:24.7,35.9263,29.1992,31.2,4,0,4,4,0,0,Ke,AKDENIZ
2116,2.01E+13,2014-11-28,30:06.8,39.3465,29.0165,3.9,4.6,0,4.5,4.6,0,0,Ke,ASAGIDOLAYLAR-SIMAV (KUTAHYA) [South East  1.4 km]
2117,2.01E+13,2014-11-26,05:33.6,36.9257,27.736,11.2,4.1,0,4.1,3.9,0,0,Ke,GOKOVA KORFEZI (AKDENIZ)
2118,2.01E+13,2014-11-26,04:47.1,39.3357,29.0425,5,4.1,0,4.1,4,0,0,Ke,YUKARIDOLAYLAR-SIMAV (KUTAHYA) [North East  3.2 km]
2119,2.01E+13,2014-11-15,23:30.1,36.4198,28.8345,4.4,4.2,0,4.2,4,0,0,Ke,AKDENIZ
2120,2.01E+13,2014-11-10,20:42.3,37.1538,28.7477,1.5,4.3,0,4.3,4.1,0,0,Ke,TURGUT-ULA (MUGLA) [South East  5.0 km]
2121,2.01E+13,2014-11-10,16:40.5,37.1278,28.7802,11.8,4.6,0,4.5,4.6,0,0,Ke,TURGUT-ULA (MUGLA) [South East  8.8 km]
2122,2.01E+13,2014-10-30,35:43.4,38.744,42.1465,5,4.4,0,4.4,4.3,0,0,Ke,GUZELSU-AHLAT (BITLIS) [South West  4.1 km]
2123,2.01E+13,2014-10-22,11:05.6,40.4065,30.1147,7.5,4.5,0,4.5,4.5,0,0,Ke,TASOLUK-GEYVE (SAKARYA) [South West  3.4 km]
2124,2.01E+13,2014-10-21,03:55.7,38.1798,27.1098,17.7,4.1,0,4.1,3.8,0,0,Ke,SASAL-MENDERES (IZMIR) [South 0.2 km]
2125,2.01E+13,2014-10-20,54:01.7,35.8847,30.9668,18.6,4,0,4,4,0,0,Ke,AKDENIZ
2126,2.01E+13,2014-10-18,41:34.6,35.9245,30.9548,19.7,4,0,4,3.9,0,0,Ke,AKDENIZ
2127,2.01E+13,2014-10-16,40:06.9,35.8858,31.0223,5.4,4,0,4,3.9,0,0,Ke,AKDENIZ
2128,2.01E+13,2014-10-16,48:27.6,35.6268,26.5933,76.8,4.5,0,4.5,4.4,0,0,Ke,AKDENIZ
2129,2.01E+13,2014-10-16,10:31.8,35.8593,30.9547,11.2,4,0,4,3.7,0,0,Ke,AKDENIZ
2130,2.01E+13,2014-10-11,42:09.8,38.2097,27.0618,13.3,4,0,4,3.9,0,0,Ke,YENIKOY-MENDERES (IZMIR) [South East  1.7 km]
2131,2.01E+13,2014-10-04,27:55.3,35.1638,26.305,27.2,4.6,0,4.6,4.5,0,0,Ke,GIRIT ADASI (AKDENIZ)
2132,2.01E+13,2014-10-02,51:57.4,36.0217,26.9962,10.7,4.2,0,4.2,4,0,0,Ke,AKDENIZ
2133,2.01E+13,2014-10-02,06:27.9,36.0148,26.99,9.2,4.4,0,4.4,4.2,0,0,Ke,AKDENIZ
2134,2.01E+13,2014-10-01,16:28.9,36.9553,29.3712,1.3,4.1,0,4.1,4,0,0,Ke,ARIKAYA-CAMELI (DENIZLI) [South East  2.1 km]
2135,2.01E+13,2014-09-30,16:30.9,35.0445,27.1902,10.1,4.1,0,4.1,,0,0,Ke,GIRIT ADASI ACIKLARI (AKDENIZ)
2136,2.01E+13,2014-09-28,22:15.7,38.8398,40.9882,2.5,4.2,0,4,4.2,0,0,Ke,DEMIRKAPI-SOLHAN (BINGOL) [South West  1.2 km]
2137,2.01E+13,2014-09-22,25:35.0,35.2535,35.6455,8.8,4.1,0,4,4.1,0,0,Ke,SURIYE
2138,2.01E+13,2014-09-20,24:25.9,41.7442,35.8838,15.1,4,0,4,3.7,0,0,Ke,FENER-BAFRA (SAMSUN) [North West  5.2 km]
2139,2.01E+13,2014-09-20,52:57.3,39.1615,38.735,4.4,4.3,0,4.3,4.1,0,0,Ke,SAHINLER-KEMALIYE (ERZINCAN) [South East  2.2 km]
2140,2.01E+13,2014-09-12,55:37.1,36.2435,30.9075,55,4.4,0,4.4,4.2,0,0,Ke,ANTALYA KORFEZI (AKDENIZ)
2141,2.01E+13,2014-09-04,00:01.8,36.24,30.9068,82.2,5.3,0,5.2,5.3,0,0,Ke,ANTALYA KORFEZI (AKDENIZ)
2142,2.01E+13,2014-09-04,53:01.3,41.6437,32.5123,4.5,4,0,4,4,0,0,Ke,KAYADIBI- (BARTIN) [East 2.0 km]
2143,2.01E+13,2014-08-27,02:31.7,35.8378,40.6023,20,4.7,0,4.7,4.7,0,0,Ke,SURIYE
2144,2.01E+13,2014-08-24,43:30.2,37.685,30.61,4,5.1,0,5.1,4.8,0,0,Ke,YAZIR-AGLASUN (BURDUR) [North East  3.6 km]
2145,2.01E+13,2014-08-22,46:29.1,35.5637,27.7058,7.8,4.2,0,4.2,4.2,0,0,Ke,AKDENIZ
2146,2.01E+13,2014-08-21,37:18.4,35.5858,27.7063,14.1,4.3,0,4.3,4,0,0,Ke,AKDENIZ
2147,2.01E+13,2014-08-15,00:17.6,37.006,27.4157,9.5,4.1,0,4.1,3.9,0,0,Ke,BODRUM (MUGLA) [South West  3.4 km]
2148,2.01E+13,2014-08-14,28:00.8,35.992,28.2348,11,4,0,4,3.9,0,0,Ke,AKDENIZ
2149,2.01E+13,2014-08-13,42:55.0,36.9727,27.677,14.3,4.1,0,4.1,4,0,0,Ke,GOKOVA KORFEZI (AKDENIZ)
2150,2.01E+13,2014-08-03,22:44.4,40.6075,29.1652,11.5,4.1,0,4.1,3.8,0,0,Ke,TERMAL (YALOVA) [North West  0.8 km]
2151,2.01E+13,2014-07-20,07:50.3,41.7825,35.9308,14.9,4.2,0,4.2,4.1,0,0,Ke,FENER-BAFRA (SAMSUN) [North 6.7 km]
2152,2.01E+13,2014-07-19,16:19.8,41.9587,42.0023,11.9,4.3,0,4.3,4,0,0,Ke,GURCISTAN
2153,2.01E+13,2014-07-18,58:58.1,38.249,26.6373,16.7,4,0,4,3.7,0,0,Ke,YAGCILAR-URLA (IZMIR) [South West  4.1 km]
2154,2.01E+13,2014-07-16,59:28.7,40.258,26.2477,12.3,4.2,0,4.2,3.9,0,0,Ke,KOCADERE-ECEABAT (CANAKKALE) [North West  7.3 km]
2155,2.01E+13,2014-07-15,25:52.5,39.1767,29.0877,5,4.2,0,4.2,4,0,0,Ke,TOKAT-HISARCIK (KUTAHYA) [South West  5.4 km]
2156,2.01E+13,2014-07-12,58:22.3,36.5533,35.901,15.2,4,0,4,3.8,0,0,Ke,ISKENDERUN KORFEZI (AKDENIZ)
2157,2.01E+13,2014-07-10,31:30.6,36.4608,27.0873,19.8,4,0,4,3.7,0,0,Ke,ONIKI ADALAR (AKDENIZ)
2158,2.01E+13,2014-07-10,58:05.9,36.0528,30.2058,5,4.1,0,4.1,3.9,0,0,Ke,FINIKE ACIKLARI-ANTALYA (AKDENIZ)
2159,2.01E+13,2014-07-09,45:02.0,40.4298,26.2558,15,4.3,0,4.3,4,0,0,Ke,SAROS KORFEZI (EGE DENIZI)
2160,2.01E+13,2014-07-03,04:46.1,40.2088,27.9333,11.8,4.5,0,4.5,4.3,0,0,Ke,KUS GOLU
2161,2.01E+13,2014-07-02,49:25.2,35.3247,26.3898,11.4,4.2,0,4,4.2,0,0,Ke,GIRIT ADASI (AKDENIZ)
2162,2.01E+13,2014-06-29,19:07.2,35.1625,27.7317,8.2,4.1,0,4.1,4,0,0,Ke,AKDENIZ
2163,2.01E+13,2014-06-29,15:19.4,38.8613,27.1715,16,4,0,4,3.8,0,0,Ke,KARAAHMETLI- (MANISA) [South West  0.4 km]
2164,2.01E+13,2014-06-20,59:42.2,36.3738,28.5825,59,4.4,0,4.4,4.2,0,0,Ke,AKDENIZ
2165,2.01E+13,2014-06-19,30:46.7,35.7772,32.0172,28,4.5,0,4.5,4.2,0,0,Ke,AKDENIZ
2166,2.01E+13,2014-06-13,00:35.5,38.669,43.1828,5,4,0,4,3.8,0,0,Ke,MOLLAKASIM- (VAN) [South West  1.1 km]
2167,2.01E+13,2014-06-13,34:52.2,35.4117,27.0363,76,4.9,0,4.9,4.7,0,0,Ke,AKDENIZ
2168,2.01E+13,2014-06-11,42:08.9,38.5975,43.1477,3,4.3,0,4.3,4,0,0,Ke,CITOREN- (VAN) [West 6.2 km]
2169,2.01E+13,2014-06-09,38:35.6,36.7702,36.0077,22,4.6,0,4.6,4.6,0,0,Ke,ISKENDERUN KORFEZI (AKDENIZ)
2170,2.01E+13,2014-05-28,59:51.2,40.4218,26.1343,13.2,4.5,0,4.5,4.3,0,0,Ke,SAROS KORFEZI (EGE DENIZI)
2171,2.01E+13,2014-05-28,03:40.7,40.5312,42.5158,5.8,4.2,0,4.2,4,0,0,Ke,BASKOY-SELIM (KARS) [North West  4.2 km]
2172,2.01E+13,2014-05-27,16:14.4,38.8508,43.5625,5,4.3,0,4.3,4.1,0,0,Ke,AKCIFT- (VAN) [North West  2.6 km]
2173,2.01E+13,2014-05-25,47:55.5,40.4123,26.0925,6.8,4.5,0,4.5,4.5,0,0,Ke,SAROS KORFEZI (EGE DENIZI)
2174,2.01E+13,2014-05-25,38:38.9,40.4208,26.1515,13,4.9,0,4.8,4.9,0,0,Ke,SAROS KORFEZI (EGE DENIZI)
2175,2.01E+13,2014-05-24,35:01.5,40.4278,26.1382,4.9,4.2,0,4.1,4.2,0,0,Ke,SAROS KORFEZI (EGE DENIZI)
2176,2.01E+13,2014-05-24,11:40.5,40.395,26.1485,9.4,4.3,0,4.3,4.2,0,0,Ke,SAROS KORFEZI (EGE DENIZI)
2177,2.01E+13,2014-05-24,34:16.7,40.3377,26.2567,5.4,4.1,0,4.1,,0,0,Ke,SAROS KORFEZI (EGE DENIZI)
2178,2.01E+13,2014-05-24,33:48.1,40.4208,26.1673,7.6,4,0,4,,0,0,Ke,SAROS KORFEZI (EGE DENIZI)
2179,2.01E+13,2014-05-24,31:18.1,40.427,26.2398,7.2,5.1,0,4.9,5.1,0,0,Ke,SAROS KORFEZI (EGE DENIZI)
2180,2.01E+13,2014-05-05,05:40.6,36.0783,31.0567,88.2,4.4,0,4.4,4.2,0,0,Ke,AKDENIZ
2181,2.01E+13,2014-05-03,46:42.6,36.3237,28.8667,25.8,4.1,0,4.1,4.1,0,0,Ke,AKDENIZ
2182,2.01E+13,2014-05-01,33:40.6,37.0317,27.4678,13.4,4.1,0,4.1,4,0,0,Ke,BODRUM (MUGLA) [East 3.3 km]
2183,2.01E+13,2014-05-01,16:11.6,38.0348,27.0413,19.8,4,0,4,3.8,0,0,Ke,KUSADASI KORFEZI (EGE DENIZI)
2184,2.01E+13,2014-05-01,36:08.7,39.473,37.3525,5,4.3,0,4.3,4.2,0,0,Ke,SENYURT-ULAS (SIVAS) [North East  3.3 km]
2185,2.01E+13,2014-04-26,04:31.1,36.0763,32.101,93.1,4.4,0,4,4.4,0,0,Ke,GAZIPASA ACIKLARI-ANTALYA (AKDENIZ)
2186,2.01E+13,2014-04-19,39:58.4,37.0693,28.8837,9,4,0,4,3.9,0,0,Ke,OTMANLAR-KOYCEGIZ (MUGLA) [North West  4.5 km]
2187,2.01E+13,2014-04-16,49:50.8,36.3317,31.3643,81.7,4.7,0,4.5,4.7,0,0,Ke,ANTALYA KORFEZI (AKDENIZ)
2188,2.01E+13,2014-04-16,14:10.6,35.6892,44.9687,5,4.2,0,4.2,3.9,0,0,Ke,IRAK
2189,2.01E+13,2014-04-07,01:43.5,35.9358,31.6085,21.5,4,0,4,4,0,0,Ke,AKDENIZ
2190,2.01E+13,2014-04-03,56:13.8,37.8605,42.9817,6.6,4.3,0,4.2,4.3,0,0,Ke,SUGELDI-CATAK (VAN) [South West  2.3 km]
2191,2.01E+13,2014-03-26,00:14.2,38.1415,38.596,2.8,4.1,0,4.1,4,0,0,Ke,TEKEDERESI-PUTURGE (MALATYA) [North West  2.6 km]
2192,2.01E+13,2014-03-25,26:48.2,36.5072,28.0345,62,4,0,4,4,0,0,Ke,AKDENIZ
2193,2.01E+13,2014-03-18,33:10.1,38.8755,43.5508,5,4,0,4,3.8,0,0,Ke,COLPAN- (VAN) [South 3.7 km]
2194,2.01E+13,2014-03-18,28:46.6,38.88,43.5302,1.1,4.1,0,4.1,3.9,0,0,Ke,ERMISLER- (VAN) [North East  2.5 km]
2195,2.01E+13,2014-03-06,15:19.6,35.9645,31.2958,14.2,4.3,0,4.3,4.2,0,0,Ke,AKDENIZ
2196,2.01E+13,2014-03-05,03:29.3,38.6927,43.1997,5,4.2,0,4.1,4.2,0,0,Ke,AGARTI- (VAN) [South West  1.6 km]
2197,2.01E+13,2014-03-02,25:57.8,36.7573,35.1748,7.5,4.1,0,4.1,3.9,0,0,Ke,YASSIOREN-KARATAS (ADANA) [North West  4.0 km]
2198,2.01E+13,2014-02-22,42:06.6,37.4095,36.3998,6.9,4.5,0,4.5,4.4,0,0,Ke,KUZGUN-ANDIRIN (KAHRAMANMARAS) [South 1.9 km]
2199,2.01E+13,2014-02-14,33:37.8,36.7218,36.0273,17.5,4.5,0,4.5,4.4,0,0,Ke,ISKENDERUN KORFEZI (AKDENIZ)
2200,2.01E+13,2014-01-29,33:21.3,35.7023,31.686,25.5,4,0,4,3.8,0,0,Ke,AKDENIZ
2201,2.01E+13,2014-01-23,44:25.8,35.2843,40.0162,2.6,4.3,0,4.2,4.3,0,0,Ke,SURIYE
2202,2.01E+13,2014-01-13,51:26.5,39.7833,26.1328,7.8,4.2,0,4.2,4,0,0,Ke,DALYAN-EZINE (CANAKKALE) [North West  2.7 km]
2203,2.01E+13,2014-01-10,20:46.4,37.3065,36.2035,5,4.4,0,4,4.4,0,0,Ke,KIZYUSUFLU-KADIRLI (OSMANIYE) [South West  2.7 km]
2204,2.01E+13,2014-01-10,20:46.6,39.4637,27.9588,12,4.1,0,4,4.1,0,0,Ke,YESILDERE-BIGADIC (BALIKESIR) [South West  1.4 km]
2205,2.01E+13,2014-01-07,41:21.5,39.7792,26.1185,7.1,4.1,0,4.1,3.8,0,0,Ke,DALYAN-EZINE (CANAKKALE) [North West  3.4 km]
2206,2.01E+13,2013-12-29,01:40.6,38.8657,43.5413,5,4,0,3.5,4,0,0,Ke,ERMISLER- (VAN) [East 2.9 km]
2207,2.01E+13,2013-12-28,55:02.0,35.7585,31.3815,31.2,4.3,0,4.2,4.3,0,0,Ke,AKDENIZ
2208,2.01E+13,2013-12-28,21:03.7,35.9722,31.271,70.9,6,0,6,5.5,0,0,Ke,AKDENIZ
2209,2.01E+13,2013-12-25,11:35.2,36.9662,31.0962,123.2,4.6,0,4.4,4.6,0,0,Ke,URUNDU-SERIK (ANTALYA) [North West  1.1 km]
2210,2.01E+13,2013-12-24,17:42.4,38.8678,43.545,5,4.1,0,4.1,3.9,0,0,Ke,ERMISLER- (VAN) [East 2.2 km]
2211,2.01E+13,2013-12-16,58:08.8,38.9383,43.6143,5,4,0,4,3.9,0,0,Ke,KARAHAN-MURADIYE (VAN) [South West  4.2 km]
2212,2.01E+13,2013-12-08,31:56.3,36.6108,31.2355,88.6,5,0,5,5,0,0,Ke,ANTALYA KORFEZI (AKDENIZ)
2213,2.01E+13,2013-12-06,37:27.1,35.0807,30.6195,66.9,4.1,0,4,4.1,0,0,Ke,AKDENIZ
2214,2.01E+13,2013-12-06,30:21.7,36.1367,31.1635,45.8,4.1,0,4.1,4,0,0,Ke,AKDENIZ
2215,2.01E+13,2013-12-03,05:07.8,35.5858,27.0313,23.8,4.2,0,4.1,4.2,0,0,Ke,AKDENIZ
2216,2.01E+13,2013-11-30,21:34.1,38.4692,39.3675,6.1,4,0,4,3.8,0,0,Ke,SUREK-SIVRICE (ELAZIG) [North West  2.8 km]
2217,2.01E+13,2013-11-27,13:37.5,40.8455,27.9187,10.8,4.7,0,4.7,4.6,0,0,Ke,MARMARA EREGLISI ACIKLARI-TEKIRDAG (MARMARA DENIZI)
2218,2.01E+13,2013-11-24,49:37.7,40.7848,31.8763,7.6,4.8,0,4.8,4.6,0,0,Ke,ULUMESCIT- (BOLU) [North East  0.4 km]
2219,2.01E+13,2013-11-22,00:24.6,35.4972,31.9745,24.2,4,0,4,3.9,0,0,Ke,AKDENIZ
2220,2.01E+13,2013-11-22,29:17.9,38.6775,43.2205,5,4.6,0,4.5,4.6,0,0,Ke,ALAKOY- (VAN) [West 1.9 km]
2221,2.01E+13,2013-11-09,21:06.1,38.4513,44.6303,8.8,4,0,4,3.8,0,0,Ke,TURKIYE-IRAN SINIR BOLGESI
2222,2.01E+13,2013-10-30,40:32.1,38.7113,43.2408,1,4.3,0,4.1,4.3,0,0,Ke,ATMACA- (VAN) [  2.2 km]
2223,2.01E+13,2013-10-23,24:22.7,36.3023,34.3252,5,4.6,0,4.4,4.6,0,0,Ke,KURTULUS ACIKLARI-MERSIN (AKDENIZ)
2224,2.01E+13,2013-09-27,02:45.0,37.2395,44.7833,5.4,4.5,0,4.5,4.5,0,0,Ke,ALAN-SEMDINLI (HAKKARI) [  7.12 km]
2225,2.01E+13,2013-09-26,55:36.1,38.8353,43.5795,5,4,0,4,4,0,0,Ke,AKCIFT- (VAN) [North 0.3 km]
2226,2.01E+13,2013-09-21,15:44.1,38.6965,43.3853,5.4,4.9,0,4.4,4.9,0,0,Ke,OTLUCA- (VAN) [  2.07 km]
2227,2.01E+13,2013-09-18,22:41.3,39.6877,41.69,5,4.5,0,4.5,4.3,0,0,Ke,CATAK-TEKMAN (ERZURUM) [  1.06 km]
2228,2.01E+13,2013-09-17,40:49.4,39.0462,41.4552,12.9,5.1,0,5.1,5.1,0,0,Ke,SUDURAGI- (MUS) [South East  0.4 km]
2229,2.01E+13,2013-09-16,31:39.7,39.0167,41.4477,4.9,4.5,0,4.4,4.5,0,0,Ke,TUTEN- (MUS) [  1.06 km]
2230,2.01E+13,2013-09-08,48:00.1,35.4722,27.8082,9.9,4,0,4,3.9,0,0,Ke,AKDENIZ
2231,2.01E+13,2013-08-29,20:34.9,40.3478,27.4458,14.8,4.2,0,4.2,4.1,0,0,Ke,GERLENGEC-BIGA (CANAKKALE) [  6.65 km]
2232,2.01E+13,2013-08-28,26:08.6,38.3837,38.909,8.4,4.1,0,4.1,4,0,0,Ke,KAYABAGLARI-SIVRICE (ELAZIG) [  .93 km]
2233,2.01E+13,2013-08-17,16:31.0,40.4103,29.1193,5.5,4.3,0,4.2,4.3,0,0,Ke,ENGURUCUK-GEMLIK (BURSA) [  1.98 km]
2234,2.01E+13,2013-08-07,20:31.8,39.2002,29.4538,9.5,4.4,0,4.4,4.2,0,0,Ke,ABAS-EMET (KUTAHYA) [  4.12 km]
2235,2.01E+13,2013-08-06,18:12.0,39.836,29.7542,7.5,4,0,4,3.9,0,0,Ke,CAMILIYAYLA-BOZUYUK (BILECIK) [  4.24 km]
2236,2.01E+13,2013-08-02,10:26.9,36.5723,43.3047,5,5,0,4.5,5,0,0,Ke,IRAK
,,,,,,,,,,,,,,
2238,2.01E+13,2013-07-26,22:54.6,35.9925,35.9063,13,4.2,0,4.2,4.2,0,0,Ke,DENIZGOREN-YAYLADAGI (HATAY) [North West  6.8 km]
2239,2.01E+13,2013-07-25,05:49.2,37.404,26.8747,14.6,4.2,0,4.2,4,0,0,Ke,ONiKi ADALAR (AKDENiZ)
2240,2.01E+13,2013-07-24,51:24.2,38.984,26.1063,14.3,4.1,0,4.1,4,0,0,Ke,MiDiLLi ADASI (EGE DENiZi)
2241,2.01E+13,2013-07-21,43:41.6,41.1348,33.4915,5.3,4.2,0,4.2,4.1,0,0,Ke,BEDIRGERIS-IHSANGAZI (KASTAMONU) [North East  3.7 km]
2242,2.01E+13,2013-07-17,40:31.9,40.5225,41.9113,5,4.1,0,4.1,4.1,0,0,Ke,KALEBOGAZI-OLTU (ERZURUM) [East 1.1 km]
2243,2.01E+13,2013-07-13,31:48.1,37.0747,42.415,8.8,4.4,0,4.1,4.4,0,0,Ke,OVAKOY-SILOPI (SIRNAK) [South 6.5 km]
2244,2.01E+13,2013-06-30,16:13.4,35.9575,27.4885,9,4.2,0,4.2,,0,0,Ke,AKDENIZ
,,,,,,,,,,,,,,
2246,2.01E+13,2013-06-26,33:56.8,35.7762,27.2482,5,4,0,4,,0,0,Ke,AKDENiZ
,,,,,,,,,,,,,,
2248,2.01E+13,2013-06-21,26:39.9,36.5628,27.8715,86,4,0,4,,0,0,Ke,AKDENiZ
2249,2.01E+13,2013-06-19,02:37.7,35.8468,27.1967,4.8,4,0,4,3.7,0,0,Ke,AKDENiZ
2250,2.01E+13,2013-06-19,49:49.7,35.8395,27.2433,9.1,4.1,0,4.1,3.8,0,0,Ke,AKDENiZ
2251,2.01E+13,2013-06-16,31:38.4,38.092,37.1075,4.6,4.2,0,4.2,,0,0,Ke,ORTAOREN-EKINOZU (KAHRAMANMARAS) [South East  1.7 km]
2252,2.01E+13,2013-06-12,02:51.0,38.6032,43.6805,1.1,4.6,0,4.6,4.3,0,0,Ke,AKTAS- (VAN) [  3.19 km]
2253,2.01E+13,2013-06-10,36:25.9,38.5113,43.8377,1.5,4.3,0,4.3,4.2,0,0,Ke,KARLIYAMAC-OZALP (VAN) [  1.8 km]
,,,,,,,,,,,,,,
2255,2.01E+13,2013-06-04,12:27.1,38.6253,37.3287,5,4,0,4,4,0,0,Ke,YELKEN-GURUN (SiVAS) [  3.05 km]
,,,,,,,,,,,,,,
2257,2.01E+13,2013-05-20,48:37.5,35.5883,26.453,10,4,0,4,3.9,0,0,Ke,AKDENiZ
2258,2.01E+13,2013-05-16,26:38.9,37.0148,28.4123,4,4.1,0,4.1,4.1,0,0,Ke,CITLIK-ULA (MUGLA) [South West  1.9 km]
2259,2.01E+13,2013-05-16,21:17.3,37.007,28.3827,4,4.4,0,4.4,4.3,0,0,Ke,SIRINKOY-ULA (MUGLA) [South East  2.1 km]
2260,2.01E+13,2013-05-16,02:01.8,37.038,28.4308,4,4.9,0,4.9,4.8,0,0,Ke,CITLIK-ULA (MUGLA) [North East  1.4 km]
2261,2.01E+13,2013-05-15,09:58.0,39.0192,41.1815,6,4.4,0,4.4,4.2,0,0,Ke,BILEK- (MUS) [North West  4.9 km]
2262,2.01E+13,2013-05-06,33:17.7,37.3063,37.1468,8,4,0,4,3.8,0,0,Ke,CICEK-PAZARCIK (KAHRAMANMARAS) [South East  1.8 km]
2263,2.01E+13,2013-05-01,50:51.8,37.304,37.1215,8,4,0,4,3.8,0,0,Ke,HANOBASI-PAZARCIK (KAHRAMANMARAS) [South West  0.5 km]
,,,,,,,,,,,,,,
2265,2.01E+13,2013-04-25,54:14.8,37.3148,37.1367,6,4.3,0,4.2,4.3,0,0,Ke,CICEK-PAZARCIK (KAHRAMANMARAS) [South 0.6 km]
2266,2.01E+13,2013-04-21,45:36.9,36.1242,28.1513,88,4.4,0,4.2,4.4,0,0,Ke,RODOS ADASI (AKDENIZ)
2267,2.01E+13,2013-04-11,17:43.6,35.6378,31.6647,14,4,0,3.9,4,0,0,Ke,AKDENiZ
2268,2.01E+13,2013-03-20,14:49.2,35.574,28.9687,16,4,0,4,3.9,0,0,Ke,AKDENiZ
2269,2.01E+13,2013-03-13,23:05.1,36.8803,43.278,6,5,0,5,4.6,0,0,Ke,IRAK
2270,2.01E+13,2013-03-11,57:09.4,36.7805,43.4153,6,5.3,0,5.2,5.3,0,0,Ke,IRAK
2271,2.01E+13,2013-03-10,04:14.5,38.6858,43.3662,4,4,0,4,3.9,0,0,Ke,OTLUCA- (VAN) [South East  0.7 km]
2272,2.01E+13,2013-03-07,50:58.7,40.8482,36.2528,10,4.2,0,4.2,4,0,0,Ke,SEPETLI-TASOVA (AMASYA) [North West  2.0 km]
2273,2.01E+13,2013-03-07,21:11.5,38.7533,43.491,6,4.2,0,4.2,4.2,0,0,Ke,MEYDANCIK- (VAN) [South West  2.1 km]
2274,2.01E+13,2013-03-03,22:23.5,35.9618,34.6345,8,4.1,0,4.1,3.9,0,0,Ke,AKDENiZ
2275,2.01E+13,2013-02-27,05:58.6,36.6262,26.4362,98,4.2,0,4.1,4.2,0,0,Ke,AKDENiZ
2276,2.01E+13,2013-02-21,18:50.0,37.3992,26.8895,4,4.6,0,4.6,4.4,0,0,Ke,ONiKi ADALAR (AKDENiZ)
2277,2.01E+13,2013-02-12,00:17.1,38.5978,43.2133,8,4.6,0,4.4,4.6,0,0,Ke,CITOREN- (VAN) [South West  0.5 km]
2278,2.01E+13,2013-01-31,45:52.2,38.826,43.6467,5,4,0,4,3.9,0,0,Ke,ESENKOC-MURADIYE (VAN) [West 0.5 km]
2279,2.01E+13,2013-01-29,48:55.7,35.674,26.8938,6,4.1,0,4.1,3.7,0,0,Ke,AKDENIZ
2280,2.01E+13,2013-01-12,50:11.0,38.8563,26.0025,11.1,4.1,0,4.1,3.9,0,0,Ke,EGE DENIZI
2281,2.01E+13,2013-01-08,15:04.7,37.8558,37.9572,9.2,4.3,0,4.3,3.8,0,0,Ke,KASLICA-TUT (ADIYAMAN) [North West  6.1 km]
2282,2.01E+13,2013-01-08,05:06.8,37.8655,37.9815,5,4.7,0,4.7,4.5,0,0,Ke,AKCATEPE-TUT (ADIYAMAN) [North West  6.6 km]
2283,2.01E+13,2012-12-27,09:09.7,36.1948,28.8563,16.9,4,0,4,,0,0,Ke,AKDENIZ
2284,2.01E+13,2012-12-24,41:13.0,36.726,26.4847,6.2,4.1,0,4.1,,0,0,Ke,AKDENIZ
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
2287,2.01E+13,2012-12-16,03:05.7,35.2937,27.6402,5,4.2,0,4.2,,0,0,Ke,AKDENIZ
2288,2.01E+13,2012-12-12,18:13.6,37.3,36.2708,10.7,4.1,0,4.1,,0,0,Ke,CERCIOGLU-DUZICI (OSMANiYE) [South West  3.1 km]
2289,2.01E+13,2012-12-07,50:57.5,36.648,31.6057,23.6,4.1,0,4.1,,0,0,Ke,CENGER-MANAVGAT (ANTALYA) [South West  5.1 km]
2290,2.01E+13,2012-12-06,38:17.8,38.814,43.6673,5,4.2,0,4.2,,0,0,Ke,ERISEN-MURADIYE (VAN) [South East  1.5 km]
2291,2.01E+13,2012-12-01,51:42.9,37.4712,38.3708,8.7,4,0,4,,0,0,Ke,DUTLUCA-BOZOVA (SANLIURFA) [North East  2.6 km]
2292,2.01E+13,2012-11-30,32:36.0,37.2203,28.6343,5,4.1,0,4.1,,0,0,Ke,CAKMAK- (MUGLA) [North West  3.4 km]
2293,2.01E+13,2012-11-29,28:39.1,37.1508,26.7605,8.2,4.3,0,4.3,,0,0,Ke,ONIKI ADALAR (AKDENIZ)
,,,,,,,,,,,,,,
